EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
123,24,Travel_Rarely,Research & Development,1,3,Manager,28970,1.0,18,4,5,0,4.0,3.0,4.0,3,3
123,24,Travel_Rarely,Research & Development,1,3,Manager,28970,1.0,18,4,5,0,4.0,3.0,4.0,3,3
124,30,Travel_Rarely,Research & Development,3,3,Manager,59680,1.0,13,3,1,0,3.0,2.0,3.0,3,3
124,30,Travel_Rarely,Research & Development,3,3,Manager,59680,1.0,13,3,1,0,3.0,2.0,3.0,3,3
4535,26,Travel_Frequently,Sales,14,3,Manager,75100,0.0,18,3,6,0,3.0,,3.0,3,3
126,22,Travel_Rarely,Research & Development,16,5,Research Scientist,29910,1.0,19,3,2,1,1.0,2.0,3.0,2,3
126,22,Travel_Rarely,Research & Development,16,5,Research Scientist,29910,1.0,19,3,2,1,1.0,2.0,3.0,2,3
127,36,Travel_Rarely,Research & Development,1,3,Healthcare Representative,196360,1.0,12,3,10,9,2.0,3.0,3.0,3,3
127,36,Travel_Rarely,Research & Development,1,3,Healthcare Representative,196360,1.0,12,3,10,9,2.0,3.0,3.0,3,3
4538,30,Travel_Frequently,Sales,3,2,Research Scientist,11290,9.0,19,2,1,0,3.0,4.0,3.0,2,3
129,37,Travel_Rarely,Research & Development,10,1,Sales Executive,133410,1.0,14,3,18,12,4.0,1.0,2.0,3,3
129,37,Travel_Rarely,Research & Development,10,1,Sales Executive,133410,1.0,14,3,18,12,4.0,1.0,2.0,3,3
130,40,Travel_Rarely,Research & Development,6,2,Research Scientist,43320,7.0,14,3,5,1,4.0,2.0,3.0,2,3
130,40,Travel_Rarely,Research & Development,6,2,Research Scientist,43320,7.0,14,3,5,1,4.0,2.0,3.0,2,3
131,42,Travel_Rarely,Research & Development,2,3,Manager,110310,3.0,12,2,5,1,2.0,1.0,3.0,2,3
131,42,Travel_Rarely,Research & Development,2,3,Manager,110310,3.0,12,2,5,1,2.0,1.0,3.0,2,3
132,37,Travel_Rarely,Sales,9,1,Sales Executive,44400,2.0,11,3,1,0,3.0,2.0,2.0,2,3
132,37,Travel_Rarely,Sales,9,1,Sales Executive,44400,2.0,11,3,1,0,3.0,2.0,2.0,2,3
133,43,Travel_Rarely,Sales,10,2,Sales Executive,46170,1.0,11,2,25,3,1.0,2.0,3.0,3,3
133,43,Travel_Rarely,Sales,10,2,Sales Executive,46170,1.0,11,2,25,3,1.0,2.0,3.0,3,3
134,40,Travel_Rarely,Sales,6,2,Laboratory Technician,26470,6.0,13,2,1,0,2.0,3.0,3.0,2,3
134,40,Travel_Rarely,Sales,6,2,Laboratory Technician,26470,6.0,13,2,1,0,2.0,3.0,3.0,2,3
135,54,Travel_Rarely,Human Resources,9,3,Manufacturing Director,63230,4.0,23,2,4,1,1.0,1.0,2.0,2,4
135,54,Travel_Rarely,Human Resources,9,3,Manufacturing Director,63230,4.0,23,2,4,1,1.0,1.0,2.0,2,4
136,34,Non-Travel,Research & Development,28,3,Laboratory Technician,56770,9.0,20,3,3,1,3.0,3.0,3.0,3,4
136,34,Non-Travel,Research & Development,28,3,Laboratory Technician,56770,9.0,20,3,3,1,3.0,3.0,3.0,3,4
137,31,Travel_Rarely,Research & Development,10,4,Sales Executive,21870,1.0,15,2,13,3,2.0,1.0,1.0,2,3
137,31,Travel_Rarely,Research & Development,10,4,Sales Executive,21870,1.0,15,2,13,3,2.0,1.0,1.0,2,3
138,43,Travel_Frequently,Sales,14,3,Manufacturing Director,37480,7.0,14,3,3,1,4.0,4.0,3.0,2,3
138,43,Travel_Frequently,Sales,14,3,Manufacturing Director,37480,7.0,14,3,3,1,4.0,4.0,3.0,2,3
139,43,Travel_Rarely,Sales,27,4,Sales Representative,39770,4.0,18,3,5,0,3.0,3.0,3.0,3,3
139,43,Travel_Rarely,Sales,27,4,Sales Representative,39770,4.0,18,3,5,0,3.0,3.0,3.0,3,3
140,25,Travel_Rarely,Human Resources,7,2,Manufacturing Director,86330,1.0,19,2,5,1,2.0,4.0,3.0,4,3
140,25,Travel_Rarely,Human Resources,7,2,Manufacturing Director,86330,1.0,19,2,5,1,2.0,4.0,3.0,4,3
141,37,Non-Travel,Research & Development,1,3,Laboratory Technician,20080,3.0,22,5,13,10,2.0,3.0,3.0,2,4
141,37,Non-Travel,Research & Development,1,3,Laboratory Technician,20080,3.0,22,5,13,10,2.0,3.0,3.0,2,4
142,31,Travel_Rarely,Research & Development,24,1,Laboratory Technician,44400,1.0,13,2,4,3,4.0,1.0,3.0,3,3
142,31,Travel_Rarely,Research & Development,24,1,Laboratory Technician,44400,1.0,13,2,4,3,4.0,1.0,3.0,3,3
143,39,Travel_Frequently,Research & Development,26,4,Sales Executive,30670,1.0,20,5,21,1,2.0,3.0,3.0,1,4
143,39,Travel_Frequently,Research & Development,26,4,Sales Executive,30670,1.0,20,5,21,1,2.0,3.0,3.0,1,4
144,56,Travel_Frequently,Research & Development,20,4,Sales Executive,53210,9.0,14,1,7,7,3.0,1.0,2.0,3,3
144,56,Travel_Frequently,Research & Development,20,4,Sales Executive,53210,9.0,14,1,7,7,3.0,1.0,2.0,3,3
145,30,Travel_Rarely,Sales,5,4,Manufacturing Director,54100,0.0,17,2,5,4,2.0,3.0,3.0,3,3
145,30,Travel_Rarely,Sales,5,4,Manufacturing Director,54100,0.0,17,2,5,4,2.0,3.0,3.0,3,3
146,41,Travel_Rarely,Research & Development,7,3,Research Scientist,27820,1.0,14,2,10,0,2.0,1.0,3.0,2,3
146,41,Travel_Rarely,Research & Development,7,3,Research Scientist,27820,1.0,14,2,10,0,2.0,1.0,3.0,2,3
147,28,Travel_Rarely,Research & Development,7,3,Healthcare Representative,119570,1.0,13,2,10,1,3.0,1.0,3.0,2,3
147,28,Travel_Rarely,Research & Development,7,3,Healthcare Representative,119570,1.0,13,2,10,1,3.0,1.0,3.0,2,3
4558,25,Travel_Rarely,Research & Development,5,2,Laboratory Technician,26600,5.0,13,3,2,0,1.0,1.0,3.0,3,3
149,52,Travel_Rarely,Research & Development,26,2,Sales Representative,33750,2.0,21,2,5,0,4.0,3.0,3.0,2,4
149,52,Travel_Rarely,Research & Development,26,2,Sales Representative,33750,2.0,21,2,5,0,4.0,3.0,3.0,2,4
150,45,Travel_Rarely,Research & Development,2,3,Sales Executive,50980,3.0,14,4,2,0,1.0,4.0,2.0,3,3
150,45,Travel_Rarely,Research & Development,2,3,Sales Executive,50980,3.0,14,4,2,0,1.0,4.0,2.0,3,3
151,52,Travel_Rarely,Research & Development,12,3,Research Scientist,48780,2.0,11,3,5,1,4.0,4.0,1.0,3,3
151,52,Travel_Rarely,Research & Development,12,3,Research Scientist,48780,2.0,11,3,5,1,4.0,4.0,1.0,3,3
152,42,Travel_Frequently,Sales,10,3,Healthcare Representative,28370,2.0,13,0,5,0,1.0,3.0,3.0,2,3
152,42,Travel_Frequently,Sales,10,3,Healthcare Representative,28370,2.0,13,0,5,0,1.0,3.0,3.0,2,3
153,30,Travel_Rarely,Sales,25,3,Sales Executive,24060,2.0,20,5,5,0,3.0,4.0,3.0,3,4
153,30,Travel_Rarely,Sales,25,3,Sales Executive,24060,2.0,20,5,5,0,3.0,4.0,3.0,3,4
154,60,Travel_Rarely,Research & Development,10,3,Manufacturing Director,22690,5.0,18,4,29,11,1.0,1.0,1.0,3,3
154,60,Travel_Rarely,Research & Development,10,3,Manufacturing Director,22690,5.0,18,4,29,11,1.0,1.0,1.0,3,3
155,46,Travel_Rarely,Sales,19,4,Sales Executive,41080,2.0,14,5,10,0,3.0,3.0,2.0,2,3
155,46,Travel_Rarely,Sales,19,4,Sales Executive,41080,2.0,14,5,10,0,3.0,3.0,2.0,2,3
156,42,Travel_Frequently,Research & Development,18,4,Sales Executive,132060,0.0,13,2,6,0,4.0,4.0,4.0,3,3
156,42,Travel_Frequently,Research & Development,18,4,Sales Executive,132060,0.0,13,2,6,0,4.0,4.0,4.0,3,3
4567,24,Travel_Rarely,Research & Development,27,2,Research Scientist,104220,1.0,17,0,5,1,1.0,2.0,3.0,2,3
4568,34,Travel_Frequently,Research & Development,5,3,Research Scientist,137440,0.0,20,3,2,1,4.0,3.0,2.0,3,4
159,38,Travel_Frequently,Sales,3,3,Sales Executive,49070,1.0,11,3,1,0,4.0,4.0,3.0,3,3
159,38,Travel_Frequently,Sales,3,3,Sales Executive,49070,1.0,11,3,1,0,4.0,4.0,3.0,3,3
160,40,Travel_Rarely,Sales,26,4,Sales Executive,34820,0.0,18,2,20,1,3.0,3.0,3.0,2,3
160,40,Travel_Rarely,Sales,26,4,Sales Executive,34820,0.0,18,2,20,1,3.0,3.0,3.0,2,3
161,26,Travel_Rarely,Research & Development,3,2,Healthcare Representative,24360,1.0,24,2,3,0,1.0,4.0,1.0,4,4
161,26,Travel_Rarely,Research & Development,3,2,Healthcare Representative,24360,1.0,24,2,3,0,1.0,4.0,1.0,4,4
162,30,Non-Travel,Research & Development,15,3,Sales Executive,23800,4.0,18,2,5,1,3.0,4.0,1.0,2,3
162,30,Non-Travel,Research & Development,15,3,Sales Executive,23800,4.0,18,2,5,1,3.0,4.0,1.0,2,3
163,29,Travel_Rarely,Research & Development,8,3,Manufacturing Director,194310,1.0,11,3,10,0,2.0,3.0,3.0,3,3
163,29,Travel_Rarely,Research & Development,8,3,Manufacturing Director,194310,1.0,11,3,10,0,2.0,3.0,3.0,3,3
4574,29,Travel_Rarely,Research & Development,19,4,Research Scientist,17900,5.0,16,4,2,1,3.0,2.0,4.0,2,3
4575,19,Travel_Rarely,Research & Development,4,3,Sales Executive,76440,1.0,15,2,1,0,1.0,4.0,4.0,3,3
166,30,Non-Travel,Research & Development,2,4,Research Scientist,51310,0.0,15,2,9,7,3.0,1.0,3.0,3,3
166,30,Non-Travel,Research & Development,2,4,Research Scientist,51310,0.0,15,2,9,7,3.0,1.0,3.0,3,3
167,57,Travel_Rarely,Research & Development,2,2,Research Scientist,63060,3.0,12,3,1,0,1.0,4.0,2.0,3,3
167,57,Travel_Rarely,Research & Development,2,2,Research Scientist,63060,3.0,12,3,1,0,1.0,4.0,2.0,3,3
168,50,Travel_Rarely,Sales,10,4,Manager,47870,0.0,12,3,27,15,2.0,3.0,3.0,3,3
168,50,Travel_Rarely,Sales,10,4,Manager,47870,0.0,12,3,27,15,2.0,3.0,3.0,3,3
169,30,Non-Travel,Sales,10,2,Laboratory Technician,188800,0.0,22,3,11,6,3.0,4.0,2.0,3,4
169,30,Non-Travel,Sales,10,2,Laboratory Technician,188800,0.0,22,3,11,6,3.0,4.0,2.0,3,4
170,60,Travel_Frequently,Research & Development,16,3,Laboratory Technician,23390,4.0,20,4,18,13,3.0,1.0,4.0,3,4
170,60,Travel_Frequently,Research & Development,16,3,Laboratory Technician,23390,4.0,20,4,18,13,3.0,1.0,4.0,3,4
171,47,Travel_Rarely,Research & Development,1,3,Manufacturing Director,135700,5.0,16,2,5,0,1.0,4.0,3.0,2,3
171,47,Travel_Rarely,Research & Development,1,3,Manufacturing Director,135700,5.0,16,2,5,0,1.0,4.0,3.0,2,3
172,46,Travel_Rarely,Sales,4,1,Laboratory Technician,67120,6.0,21,3,3,0,1.0,3.0,1.0,2,4
172,46,Travel_Rarely,Sales,4,1,Laboratory Technician,67120,6.0,21,3,3,0,1.0,3.0,1.0,2,4
173,35,Travel_Rarely,Research & Development,15,2,Laboratory Technician,54060,0.0,12,2,5,4,4.0,3.0,3.0,3,3
173,35,Travel_Rarely,Research & Development,15,2,Laboratory Technician,54060,0.0,12,2,5,4,4.0,3.0,3.0,3,3
174,54,Travel_Rarely,Research & Development,2,4,Human Resources,89380,7.0,11,2,1,0,3.0,3.0,3.0,3,3
174,54,Travel_Rarely,Research & Development,2,4,Human Resources,89380,7.0,11,2,1,0,3.0,3.0,3.0,3,3
175,34,Travel_Rarely,Sales,8,2,Laboratory Technician,24390,3.0,11,2,7,5,4.0,3.0,3.0,4,3
175,34,Travel_Rarely,Sales,8,2,Laboratory Technician,24390,3.0,11,2,7,5,4.0,3.0,3.0,4,3
176,46,Travel_Rarely,Research & Development,2,3,Healthcare Representative,88370,2.0,18,3,3,1,3.0,4.0,3.0,2,3
176,46,Travel_Rarely,Research & Development,2,3,Healthcare Representative,88370,2.0,18,3,3,1,3.0,4.0,3.0,2,3
177,31,Travel_Rarely,Research & Development,7,3,Research Director,53430,1.0,14,3,13,0,3.0,2.0,4.0,3,3
177,31,Travel_Rarely,Research & Development,7,3,Research Director,53430,1.0,14,3,13,0,3.0,2.0,4.0,3,3
4588,33,Travel_Rarely,Research & Development,10,3,Research Director,67280,7.0,22,2,7,7,2.0,3.0,4.0,2,4
4589,33,Travel_Rarely,Sales,5,4,Research Director,66520,7.0,25,5,4,1,1.0,4.0,3.0,3,4
180,30,Travel_Rarely,Research & Development,2,3,Sales Executive,48500,0.0,12,4,3,1,4.0,2.0,3.0,3,3
180,30,Travel_Rarely,Research & Development,2,3,Sales Executive,48500,0.0,12,4,3,1,4.0,2.0,3.0,3,3
181,35,Travel_Rarely,Research & Development,12,2,Sales Representative,28090,4.0,23,2,8,0,4.0,3.0,3.0,1,4
181,35,Travel_Rarely,Research & Development,12,2,Sales Representative,28090,4.0,23,2,8,0,4.0,3.0,3.0,1,4
4592,31,Travel_Frequently,Research & Development,22,2,Sales Executive,56890,3.0,15,2,1,0,1.0,3.0,3.0,2,3
4593,34,Travel_Frequently,Sales,17,1,Research Director,20010,9.0,22,5,3,0,2.0,1.0,3.0,4,4
184,42,Travel_Frequently,Research & Development,2,4,Research Scientist,29770,4.0,15,3,2,2,2.0,3.0,3.0,2,3
184,42,Travel_Frequently,Research & Development,2,4,Research Scientist,29770,4.0,15,3,2,2,2.0,3.0,3.0,2,3
185,36,Non-Travel,Research & Development,3,4,Research Scientist,40250,1.0,11,3,10,9,2.0,4.0,2.0,3,3
185,36,Non-Travel,Research & Development,3,4,Research Scientist,40250,1.0,11,3,10,9,2.0,4.0,2.0,3,3
4596,22,Travel_Frequently,Research & Development,7,3,Laboratory Technician,37850,5.0,13,2,2,1,3.0,3.0,3.0,3,3
187,48,Travel_Rarely,Research & Development,6,3,Laboratory Technician,108540,2.0,14,6,9,6,2.0,4.0,3.0,3,3
187,48,Travel_Rarely,Research & Development,6,3,Laboratory Technician,108540,2.0,14,6,9,6,2.0,4.0,3.0,3,3
188,55,Travel_Rarely,Research & Development,1,3,Sales Executive,120310,3.0,11,5,10,7,1.0,2.0,3.0,3,3
188,55,Travel_Rarely,Research & Development,1,3,Sales Executive,120310,3.0,11,5,10,7,1.0,2.0,3.0,3,3
189,41,Non-Travel,Research & Development,3,2,Research Scientist,99360,7.0,17,2,14,1,4.0,4.0,3.0,2,3
189,41,Non-Travel,Research & Development,3,2,Research Scientist,99360,7.0,17,2,14,1,4.0,4.0,3.0,2,3
190,35,Travel_Rarely,Research & Development,22,3,Sales Representative,29660,9.0,18,2,11,6,2.0,3.0,3.0,2,3
190,35,Travel_Rarely,Research & Development,22,3,Sales Representative,29660,9.0,18,2,11,6,2.0,3.0,3.0,2,3
191,40,Travel_Rarely,Research & Development,15,3,Laboratory Technician,25710,7.0,14,1,20,5,2.0,3.0,3.0,3,3
191,40,Travel_Rarely,Research & Development,15,3,Laboratory Technician,25710,7.0,14,1,20,5,2.0,3.0,3.0,3,3
192,39,Travel_Frequently,Research & Development,12,1,Research Scientist,99910,1.0,16,3,8,0,3.0,3.0,3.0,3,3
192,39,Travel_Frequently,Research & Development,12,1,Research Scientist,99910,1.0,16,3,8,0,3.0,3.0,3.0,3,3
193,31,Travel_Rarely,Research & Development,1,4,Research Director,61420,4.0,13,2,6,0,2.0,4.0,4.0,2,3
193,31,Travel_Rarely,Research & Development,1,4,Research Director,61420,4.0,13,2,6,0,2.0,4.0,4.0,2,3
194,42,Travel_Rarely,Research & Development,5,3,Sales Executive,53900,1.0,14,3,10,5,4.0,1.0,2.0,3,3
194,42,Travel_Rarely,Research & Development,5,3,Sales Executive,53900,1.0,14,3,10,5,4.0,1.0,2.0,3,3
195,45,Travel_Rarely,Research & Development,2,1,Sales Executive,44040,0.0,23,2,8,3,4.0,2.0,4.0,3,4
195,45,Travel_Rarely,Research & Development,2,1,Sales Executive,44040,0.0,23,2,8,3,4.0,2.0,4.0,3,4
4606,26,Travel_Frequently,Research & Development,2,1,Laboratory Technician,59930,0.0,12,3,7,1,,3.0,2.0,3,3
197,29,Travel_Rarely,Research & Development,5,3,Research Scientist,51300,4.0,11,3,3,1,4.0,4.0,4.0,2,3
197,29,Travel_Rarely,Research & Development,5,3,Research Scientist,51300,4.0,11,3,3,1,4.0,4.0,4.0,2,3
198,33,Travel_Rarely,Research & Development,16,3,Laboratory Technician,20900,4.0,16,2,6,0,1.0,3.0,3.0,3,3
198,33,Travel_Rarely,Research & Development,16,3,Laboratory Technician,20900,4.0,16,2,6,0,1.0,3.0,3.0,3,3
199,31,Travel_Rarely,Research & Development,2,4,Sales Executive,29090,9.0,14,2,5,0,3.0,4.0,2.0,3,3
199,31,Travel_Rarely,Research & Development,2,4,Sales Executive,29090,9.0,14,2,5,0,3.0,4.0,2.0,3,3
4610,18,Travel_Frequently,Research & Development,2,3,Sales Executive,34680,1.0,18,4,0,0,2.0,2.0,3.0,4,3
201,40,Non-Travel,Research & Development,1,4,Laboratory Technician,30680,3.0,19,3,1,0,3.0,1.0,3.0,2,3
201,40,Non-Travel,Research & Development,1,4,Laboratory Technician,30680,3.0,19,3,1,0,3.0,1.0,3.0,2,3
202,41,Non-Travel,Research & Development,23,3,Manufacturing Director,26700,2.0,15,2,8,0,1.0,3.0,3.0,2,3
202,41,Non-Travel,Research & Development,23,3,Manufacturing Director,26700,2.0,15,2,8,0,1.0,3.0,3.0,2,3
203,26,Travel_Rarely,Research & Development,9,4,Healthcare Representative,26930,5.0,17,3,0,0,1.0,3.0,3.0,2,3
203,26,Travel_Rarely,Research & Development,9,4,Healthcare Representative,26930,5.0,17,3,0,0,1.0,3.0,3.0,2,3
204,35,Travel_Rarely,Research & Development,16,4,Human Resources,95260,1.0,15,2,5,0,1.0,3.0,3.0,2,3
204,35,Travel_Rarely,Research & Development,16,4,Human Resources,95260,1.0,15,2,5,0,1.0,3.0,3.0,2,3
205,34,Travel_Rarely,Research & Development,26,3,Laboratory Technician,52370,1.0,19,3,10,5,4.0,4.0,3.0,2,3
205,34,Travel_Rarely,Research & Development,26,3,Laboratory Technician,52370,1.0,19,3,10,5,4.0,4.0,3.0,2,3
4616,26,Travel_Rarely,Sales,1,3,Manufacturing Director,24260,1.0,22,3,1,0,3.0,4.0,1.0,1,4
207,37,Travel_Rarely,Research & Development,8,1,Sales Executive,41930,4.0,16,5,6,1,2.0,4.0,4.0,3,3
207,37,Travel_Rarely,Research & Development,8,1,Sales Executive,41930,4.0,16,5,6,1,2.0,4.0,4.0,3,3
208,46,Travel_Frequently,Research & Development,4,1,Human Resources,29110,5.0,13,3,2,1,1.0,3.0,2.0,3,3
208,46,Travel_Frequently,Research & Development,4,1,Human Resources,29110,5.0,13,3,2,1,1.0,3.0,2.0,3,3
209,41,Travel_Rarely,Research & Development,24,1,Research Director,26610,7.0,14,2,18,11,2.0,1.0,3.0,3,3
209,41,Travel_Rarely,Research & Development,24,1,Research Director,26610,7.0,14,2,18,11,2.0,1.0,3.0,3,3
210,37,Non-Travel,Research & Development,7,2,Sales Executive,20280,1.0,16,3,9,7,1.0,2.0,3.0,3,3
210,37,Non-Travel,Research & Development,7,2,Sales Executive,20280,1.0,16,3,9,7,1.0,2.0,3.0,3,3
211,52,Travel_Rarely,Sales,2,1,Laboratory Technician,99800,,11,2,10,6,4.0,1.0,3.0,3,3
211,52,Travel_Rarely,Sales,2,1,Laboratory Technician,99800,,11,2,10,6,4.0,1.0,3.0,3,3
4622,32,Non-Travel,Research & Development,7,2,Research Director,32980,8.0,22,4,4,1,4.0,3.0,3.0,2,4
213,24,Travel_Frequently,Sales,22,3,Healthcare Representative,29350,0.0,14,5,2,2,4.0,4.0,3.0,2,3
213,24,Travel_Frequently,Sales,22,3,Healthcare Representative,29350,0.0,14,5,2,2,4.0,4.0,3.0,2,3
214,38,Travel_Rarely,Research & Development,5,3,Research Scientist,154270,3.0,16,2,1,0,3.0,3.0,3.0,3,3
214,38,Travel_Rarely,Research & Development,5,3,Research Scientist,154270,3.0,16,2,1,0,3.0,3.0,3.0,3,3
215,37,Travel_Rarely,Research & Development,1,4,Research Scientist,39440,6.0,11,3,6,4,2.0,2.0,2.0,3,3
215,37,Travel_Rarely,Research & Development,1,4,Research Scientist,39440,6.0,11,3,6,4,2.0,2.0,2.0,3,3
216,49,Travel_Rarely,Sales,21,1,Sales Executive,40110,1.0,18,2,31,0,4.0,3.0,3.0,1,3
216,49,Travel_Rarely,Sales,21,1,Sales Executive,40110,1.0,18,2,31,0,4.0,3.0,3.0,1,3
217,24,Travel_Rarely,Sales,1,3,Sales Executive,34070,1.0,15,2,6,1,2.0,4.0,3.0,2,3
217,24,Travel_Rarely,Sales,1,3,Sales Executive,34070,1.0,15,2,6,1,2.0,4.0,3.0,2,3
218,26,Travel_Rarely,Research & Development,19,4,Sales Executive,119940,1.0,14,6,5,1,1.0,2.0,4.0,3,3
218,26,Travel_Rarely,Research & Development,19,4,Sales Executive,119940,1.0,14,6,5,1,1.0,2.0,4.0,3,3
219,24,Travel_Rarely,Sales,7,3,Laboratory Technician,12320,1.0,12,4,1,0,4.0,2.0,3.0,1,3
219,24,Travel_Rarely,Sales,7,3,Laboratory Technician,12320,1.0,12,4,1,0,4.0,2.0,3.0,1,3
220,50,Travel_Frequently,Sales,2,2,Sales Executive,29600,1.0,14,2,32,10,1.0,2.0,3.0,3,3
220,50,Travel_Frequently,Sales,2,2,Sales Executive,29600,1.0,14,2,32,10,1.0,2.0,3.0,3,3
221,25,Travel_Rarely,Research & Development,2,3,Research Scientist,190940,1.0,16,3,7,0,2.0,3.0,3.0,2,3
221,25,Travel_Rarely,Research & Development,2,3,Research Scientist,190940,1.0,16,3,7,0,2.0,3.0,3.0,2,3
4632,24,Travel_Frequently,Research & Development,2,3,Research Scientist,39190,1.0,21,3,6,1,1.0,3.0,3.0,3,4
4633,30,Travel_Frequently,Research & Development,9,3,Healthcare Representative,68250,1.0,14,2,1,0,2.0,1.0,4.0,3,3
224,34,Travel_Rarely,Sales,6,2,Research Director,102480,1.0,12,4,6,1,2.0,4.0,3.0,3,3
224,34,Travel_Rarely,Sales,6,2,Research Director,102480,1.0,12,4,6,1,2.0,4.0,3.0,3,3
4635,31,Travel_Rarely,Research & Development,9,1,Sales Representative,189470,2.0,12,2,3,1,2.0,1.0,1.0,2,3
226,35,Travel_Rarely,Research & Development,2,3,Sales Executive,24960,4.0,17,3,3,0,1.0,4.0,3.0,3,3
226,35,Travel_Rarely,Research & Development,2,3,Sales Executive,24960,4.0,17,3,3,0,1.0,4.0,3.0,3,3
227,31,Travel_Rarely,Sales,1,3,Sales Executive,64650,4.0,17,3,7,5,1.0,4.0,4.0,3,3
227,31,Travel_Rarely,Sales,1,3,Sales Executive,64650,4.0,17,3,7,5,1.0,4.0,4.0,3,3
228,27,Travel_Rarely,Sales,22,4,Sales Representative,22060,0.0,14,4,5,0,1.0,3.0,2.0,3,3
228,27,Travel_Rarely,Sales,22,4,Sales Representative,22060,0.0,14,4,5,0,1.0,3.0,2.0,3,3
229,37,Travel_Rarely,Sales,9,4,Laboratory Technician,20860,4.0,14,3,3,1,4.0,3.0,2.0,3,3
229,37,Travel_Rarely,Sales,9,4,Laboratory Technician,20860,4.0,14,3,3,1,4.0,3.0,2.0,3,3
230,20,Travel_Rarely,Research & Development,17,4,Sales Representative,22930,1.0,13,3,1,0,4.0,2.0,4.0,1,3
230,20,Travel_Rarely,Research & Development,17,4,Sales Representative,22930,1.0,13,3,1,0,4.0,2.0,4.0,1,3
231,42,Travel_Rarely,Research & Development,28,4,Manufacturing Director,26450,1.0,15,5,10,2,3.0,4.0,3.0,3,3
231,42,Travel_Rarely,Research & Development,28,4,Manufacturing Director,26450,1.0,15,5,10,2,3.0,4.0,3.0,3,3
232,43,Travel_Rarely,Research & Development,10,5,Sales Executive,26830,4.0,11,3,1,0,2.0,4.0,2.0,3,3
232,43,Travel_Rarely,Research & Development,10,5,Sales Executive,26830,4.0,11,3,1,0,2.0,4.0,2.0,3,3
233,38,Travel_Rarely,Human Resources,2,4,Human Resources,20140,3.0,17,5,0,0,3.0,1.0,2.0,4,3
233,38,Travel_Rarely,Human Resources,2,4,Human Resources,20140,3.0,17,5,0,0,3.0,1.0,2.0,4,3
234,43,Travel_Frequently,Sales,4,3,Healthcare Representative,34190,3.0,11,5,8,4,4.0,3.0,3.0,3,3
234,43,Travel_Frequently,Sales,4,3,Healthcare Representative,34190,3.0,11,5,8,4,4.0,3.0,3.0,3,3
235,48,Travel_Rarely,Research & Development,8,1,Laboratory Technician,53760,7.0,13,3,3,0,4.0,1.0,1.0,4,3
235,48,Travel_Rarely,Research & Development,8,1,Laboratory Technician,53760,7.0,13,3,3,0,4.0,1.0,1.0,4,3
236,44,Travel_Rarely,Sales,29,4,Sales Executive,19510,4.0,22,4,2,0,1.0,3.0,4.0,4,4
236,44,Travel_Rarely,Sales,29,4,Sales Executive,19510,4.0,22,4,2,0,1.0,3.0,4.0,4,4
237,34,Travel_Rarely,Research & Development,13,4,Laboratory Technician,23410,1.0,20,3,8,0,3.0,3.0,3.0,2,4
237,34,Travel_Rarely,Research & Development,13,4,Laboratory Technician,23410,1.0,20,3,8,0,3.0,3.0,3.0,2,4
4648,27,Travel_Rarely,Sales,27,3,Research Scientist,22930,0.0,18,0,4,0,3.0,1.0,3.0,3,3
239,21,Travel_Rarely,Sales,16,2,Sales Executive,87260,1.0,11,2,3,1,3.0,3.0,3.0,1,3
239,21,Travel_Rarely,Sales,16,2,Sales Executive,87260,1.0,11,2,3,1,3.0,3.0,3.0,1,3
240,44,Travel_Rarely,Research & Development,2,2,Laboratory Technician,40110,4.0,14,2,2,0,4.0,4.0,4.0,3,3
240,44,Travel_Rarely,Research & Development,2,2,Laboratory Technician,40110,4.0,14,2,2,0,4.0,4.0,4.0,3,3
241,22,Travel_Rarely,Research & Development,2,2,Laboratory Technician,195450,0.0,14,3,2,2,1.0,3.0,3.0,2,3
241,22,Travel_Rarely,Research & Development,2,2,Laboratory Technician,195450,0.0,14,3,2,2,1.0,3.0,3.0,2,3
242,33,Travel_Rarely,Sales,13,4,Manufacturing Director,45680,0.0,18,2,5,1,3.0,3.0,3.0,3,3
242,33,Travel_Rarely,Sales,13,4,Manufacturing Director,45680,0.0,18,2,5,1,3.0,3.0,3.0,3,3
243,32,Travel_Rarely,Research & Development,1,1,Healthcare Representative,30220,1.0,16,3,6,0,1.0,4.0,2.0,3,3
243,32,Travel_Rarely,Research & Development,1,1,Healthcare Representative,30220,1.0,16,3,6,0,1.0,4.0,2.0,3,3
244,30,Travel_Frequently,Research & Development,4,5,Manager,57720,1.0,17,3,1,0,3.0,3.0,3.0,3,3
244,30,Travel_Frequently,Research & Development,4,5,Manager,57720,1.0,17,3,1,0,3.0,3.0,3.0,3,3
245,53,Travel_Rarely,Research & Development,24,3,Manager,22690,7.0,11,2,14,8,4.0,1.0,4.0,2,3
245,53,Travel_Rarely,Research & Development,24,3,Manager,22690,7.0,11,2,14,8,4.0,1.0,4.0,2,3
246,34,Travel_Rarely,Research & Development,1,5,Research Scientist,53810,1.0,12,0,10,8,2.0,4.0,2.0,3,3
246,34,Travel_Rarely,Research & Development,1,5,Research Scientist,53810,1.0,12,0,10,8,2.0,4.0,2.0,3,3
