EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,retiro_2016,renuncia2016
222,24,Travel_Frequently,Research & Development,2,3,Research Scientist,39190,1.0,21,3,6,1,1.0,3.0,3.0,3,4,Fired,0
223,30,Travel_Frequently,Research & Development,9,3,Healthcare Representative,68250,1.0,14,2,1,0,2.0,1.0,4.0,3,3,Fired,0
224,34,Travel_Rarely,Sales,6,2,Research Director,102480,1.0,12,4,6,1,2.0,4.0,3.0,3,3,,0
225,31,Travel_Rarely,Research & Development,9,1,Sales Representative,189470,2.0,12,2,3,1,2.0,1.0,1.0,2,3,Resignation,1
226,35,Travel_Rarely,Research & Development,2,3,Sales Executive,24960,4.0,17,3,3,0,1.0,4.0,3.0,3,3,,0
227,31,Travel_Rarely,Sales,1,3,Sales Executive,64650,4.0,17,3,7,5,1.0,4.0,4.0,3,3,,0
228,27,Travel_Rarely,Sales,22,4,Sales Representative,22060,0.0,14,4,5,0,1.0,3.0,2.0,3,3,,0
229,37,Travel_Rarely,Sales,9,4,Laboratory Technician,20860,4.0,14,3,3,1,4.0,3.0,2.0,3,3,,0
230,20,Travel_Rarely,Research & Development,17,4,Sales Representative,22930,1.0,13,3,1,0,4.0,2.0,4.0,1,3,,0
231,42,Travel_Rarely,Research & Development,28,4,Manufacturing Director,26450,1.0,15,5,10,2,3.0,4.0,3.0,3,3,,0
232,43,Travel_Rarely,Research & Development,10,5,Sales Executive,26830,4.0,11,3,1,0,2.0,4.0,2.0,3,3,,0
233,38,Travel_Rarely,Human Resources,2,4,Human Resources,20140,3.0,17,5,0,0,3.0,1.0,2.0,4,3,,0
234,43,Travel_Frequently,Sales,4,3,Healthcare Representative,34190,3.0,11,5,8,4,4.0,3.0,3.0,3,3,,0
235,48,Travel_Rarely,Research & Development,8,1,Laboratory Technician,53760,7.0,13,3,3,0,4.0,1.0,1.0,4,3,,0
236,44,Travel_Rarely,Sales,29,4,Sales Executive,19510,4.0,22,4,2,0,1.0,3.0,4.0,4,4,,0
237,34,Travel_Rarely,Research & Development,13,4,Laboratory Technician,23410,1.0,20,3,8,0,3.0,3.0,3.0,2,4,,0
238,27,Travel_Rarely,Sales,27,3,Research Scientist,22930,0.0,18,0,4,0,3.0,1.0,3.0,3,3,Resignation,1
239,21,Travel_Rarely,Sales,16,2,Sales Executive,87260,1.0,11,2,3,1,3.0,3.0,3.0,1,3,,0
240,44,Travel_Rarely,Research & Development,2,2,Laboratory Technician,40110,4.0,14,2,2,0,4.0,4.0,4.0,3,3,,0
241,22,Travel_Rarely,Research & Development,2,2,Laboratory Technician,195450,0.0,14,3,2,2,1.0,3.0,3.0,2,3,,0
242,33,Travel_Rarely,Sales,13,4,Manufacturing Director,45680,0.0,18,2,5,1,3.0,3.0,3.0,3,3,,0
243,32,Travel_Rarely,Research & Development,1,1,Healthcare Representative,30220,1.0,16,3,6,0,1.0,4.0,2.0,3,3,,0
244,30,Travel_Frequently,Research & Development,4,5,Manager,57720,1.0,17,3,1,0,3.0,3.0,3.0,3,3,,0
245,53,Travel_Rarely,Research & Development,24,3,Manager,22690,7.0,11,2,14,8,4.0,1.0,4.0,2,3,,0
246,34,Travel_Rarely,Research & Development,1,5,Research Scientist,53810,1.0,12,0,10,8,2.0,4.0,2.0,3,3,,0
247,45,Travel_Frequently,Research & Development,19,4,Research Director,34410,2.0,13,5,1,0,1.0,1.0,3.0,3,3,Resignation,1
248,26,Travel_Rarely,Research & Development,7,2,Manufacturing Director,54540,1.0,13,5,3,0,3.0,4.0,3.0,4,3,,0
249,37,Travel_Rarely,Research & Development,4,3,Manager,98840,1.0,14,3,10,7,3.0,3.0,3.0,2,3,,0
250,29,Travel_Rarely,Research & Development,2,3,Healthcare Representative,41570,1.0,17,2,6,1,2.0,3.0,2.0,3,3,,0
251,35,Travel_Rarely,Research & Development,10,5,Laboratory Technician,134580,1.0,11,3,17,11,2.0,4.0,3.0,3,3,,0
252,33,Travel_Frequently,Research & Development,8,3,Laboratory Technician,90690,3.0,25,3,13,4,3.0,4.0,1.0,3,4,,0
253,54,Travel_Rarely,Research & Development,5,2,Sales Executive,40140,2.0,19,4,9,7,3.0,2.0,4.0,2,3,,0
254,36,Travel_Rarely,Research & Development,8,3,Research Scientist,59150,2.0,13,3,3,0,2.0,2.0,3.0,2,3,,0
255,27,Travel_Rarely,Sales,9,3,Research Director,59930,0.0,14,3,4,1,1.0,4.0,3.0,1,3,,0
256,20,Travel_Rarely,Research & Development,1,3,Sales Representative,61620,1.0,12,2,1,1,4.0,3.0,3.0,2,3,Resignation,1
257,33,Travel_Frequently,Research & Development,15,4,Laboratory Technician,24060,1.0,11,3,10,9,1.0,1.0,3.0,3,3,Resignation,1
258,35,Non-Travel,Research & Development,2,1,Research Scientist,187400,1.0,19,2,1,0,3.0,3.0,3.0,4,3,,0
259,23,Travel_Rarely,Research & Development,2,3,Healthcare Representative,76370,2.0,11,3,3,0,1.0,1.0,4.0,3,3,,0
260,25,Travel_Rarely,Research & Development,11,3,Manufacturing Director,100960,0.0,11,3,3,1,4.0,2.0,3.0,3,3,,0
261,38,Travel_Rarely,Research & Development,16,3,Research Scientist,147560,0.0,20,3,7,0,4.0,4.0,3.0,2,4,,0
262,29,Travel_Frequently,Sales,2,4,Healthcare Representative,64990,1.0,18,3,10,2,2.0,4.0,3.0,2,3,,0
263,48,Travel_Rarely,Research & Development,16,3,Sales Executive,97240,3.0,13,2,2,2,2.0,2.0,3.0,4,3,,0
264,27,Travel_Frequently,Sales,4,3,Laboratory Technician,21940,1.0,12,5,6,0,4.0,4.0,3.0,3,3,,0
265,37,Travel_Rarely,Research & Development,16,3,Manager,33880,3.0,11,2,1,0,4.0,4.0,3.0,4,3,,0
266,50,Travel_Rarely,Sales,5,3,Laboratory Technician,54730,1.0,19,2,20,3,4.0,3.0,3.0,4,3,,0
267,34,Travel_Rarely,Research & Development,18,1,Healthcare Representative,27030,1.0,21,2,8,7,4.0,2.0,4.0,3,4,,0
268,24,Travel_Rarely,Research & Development,17,2,Healthcare Representative,25010,9.0,12,3,2,2,1.0,3.0,3.0,1,3,Resignation,1
269,39,Travel_Rarely,Research & Development,12,5,Sales Representative,62200,1.0,14,2,20,11,4.0,3.0,3.0,3,3,,0
270,32,Travel_Rarely,Research & Development,2,3,Research Scientist,30380,1.0,11,5,10,0,4.0,4.0,2.0,1,3,,0
271,50,Travel_Frequently,Research & Development,4,2,Sales Representative,44240,3.0,14,2,4,1,2.0,3.0,3.0,2,3,Resignation,1
272,38,Travel_Rarely,Research & Development,9,4,Sales Executive,43120,0.0,12,2,9,1,2.0,4.0,2.0,2,3,,0
273,27,Travel_Rarely,Research & Development,10,3,Research Scientist,132450,1.0,23,3,9,0,3.0,1.0,3.0,2,4,,0
275,47,Travel_Rarely,Research & Development,2,3,Sales Executive,50210,2.0,17,3,7,1,4.0,1.0,3.0,3,3,,0
276,40,Travel_Frequently,Research & Development,3,4,Human Resources,51260,5.0,18,2,18,1,4.0,1.0,3.0,3,3,,0
277,53,Travel_Rarely,Research & Development,7,1,Laboratory Technician,28590,3.0,18,2,5,1,3.0,3.0,3.0,3,3,,0
278,41,Travel_Rarely,Sales,6,3,Sales Executive,102390,3.0,24,3,21,12,2.0,4.0,2.0,3,4,,0
279,60,Travel_Rarely,Research & Development,8,2,Laboratory Technician,53290,8.0,20,3,2,2,1.0,1.0,3.0,4,4,,0
280,27,Travel_Frequently,Research & Development,29,1,Manufacturing Director,43250,1.0,14,2,9,1,4.0,1.0,2.0,2,3,,0
281,41,Travel_Rarely,Research & Development,3,3,Manufacturing Director,72600,1.0,16,2,22,2,4.0,3.0,3.0,3,3,,0
282,50,Travel_Rarely,Sales,9,3,Research Scientist,23220,7.0,25,0,2,2,4.0,2.0,3.0,4,4,,0
283,28,Travel_Rarely,Sales,2,4,Research Scientist,20750,7.0,18,0,7,3,1.0,2.0,3.0,2,3,Resignation,1
284,36,Non-Travel,Research & Development,10,4,Research Scientist,41520,9.0,19,3,8,0,1.0,1.0,3.0,3,3,,0
285,38,Travel_Rarely,Research & Development,1,3,Manager,96190,4.0,13,2,1,0,3.0,3.0,4.0,3,3,,0
286,44,Non-Travel,Research & Development,8,2,Research Scientist,135030,2.0,12,6,5,1,1.0,3.0,3.0,2,3,,0
287,47,Travel_Frequently,Research & Development,27,3,Research Scientist,54410,9.0,22,6,22,11,4.0,3.0,2.0,2,4,,0
288,30,Travel_Rarely,Research & Development,8,3,Sales Executive,52090,7.0,14,3,8,7,3.0,4.0,2.0,3,3,,0
289,29,Travel_Rarely,Research & Development,1,2,Sales Executive,106730,1.0,13,2,1,0,3.0,3.0,3.0,3,3,,0
290,42,Travel_Frequently,Research & Development,10,1,Sales Executive,50100,6.0,21,3,2,2,3.0,3.0,3.0,3,4,Resignation,1
291,43,Travel_Frequently,Research & Development,26,1,Laboratory Technician,135490,3.0,11,3,2,2,4.0,4.0,3.0,3,3,,0
292,34,Travel_Rarely,Research & Development,2,5,Healthcare Representative,49990,3.0,12,2,5,4,2.0,3.0,3.0,4,3,,0
293,23,Travel_Rarely,Sales,13,3,Sales Executive,42210,1.0,11,4,4,0,2.0,1.0,4.0,3,3,,0
294,39,Travel_Rarely,Sales,2,4,Healthcare Representative,138720,9.0,12,3,8,3,3.0,2.0,1.0,2,3,,0
295,56,Travel_Rarely,Research & Development,2,4,Manager,20420,7.0,12,6,10,1,3.0,4.0,2.0,3,3,,0
296,40,Travel_Rarely,Sales,9,3,Research Scientist,20730,0.0,14,3,4,2,4.0,4.0,2.0,3,3,,0
297,27,Travel_Rarely,Research & Development,10,3,Laboratory Technician,29560,8.0,13,6,7,0,4.0,1.0,1.0,3,3,,0
298,29,Travel_Rarely,Sales,20,3,Manager,29260,1.0,15,3,2,2,4.0,2.0,3.0,2,3,,0
299,53,Travel_Rarely,Research & Development,9,3,Laboratory Technician,48090,2.0,18,2,2,2,4.0,4.0,3.0,3,3,,0
300,35,Non-Travel,Research & Development,5,1,Healthcare Representative,51630,2.0,18,4,1,0,4.0,1.0,4.0,3,3,,0
302,38,Travel_Rarely,Sales,10,3,Laboratory Technician,181720,6.0,12,5,1,0,4.0,3.0,1.0,3,3,,0
303,34,Travel_Rarely,Research & Development,20,3,Laboratory Technician,57440,3.0,19,4,0,0,2.0,1.0,3.0,2,3,,0
304,52,Travel_Rarely,Sales,21,5,Manager,28890,1.0,11,2,34,1,3.0,1.0,4.0,3,3,,0
305,33,Travel_Rarely,Research & Development,1,2,Laboratory Technician,28710,1.0,17,2,10,7,4.0,4.0,2.0,3,3,Fired,0
306,25,Travel_Rarely,Research & Development,8,3,Research Scientist,74840,1.0,15,3,6,1,3.0,4.0,2.0,3,3,,0
307,45,Travel_Rarely,Sales,2,3,Healthcare Representative,60740,0.0,14,2,8,3,2.0,3.0,3.0,3,3,,0
308,23,Travel_Rarely,Research & Development,23,1,Research Scientist,173280,1.0,17,2,2,0,1.0,3.0,3.0,1,3,,0
309,47,Travel_Frequently,Research & Development,4,3,Research Director,27740,4.0,13,2,5,1,2.0,3.0,3.0,3,3,Resignation,1
310,34,Travel_Rarely,Research & Development,12,3,Research Scientist,45050,1.0,12,3,6,1,4.0,4.0,3.0,3,3,,0
311,55,Travel_Rarely,Human Resources,7,3,Laboratory Technician,74280,5.0,12,2,5,1,4.0,1.0,3.0,3,3,Resignation,1
312,36,Non-Travel,Research & Development,7,2,Sales Executive,116310,1.0,18,2,10,0,1.0,1.0,3.0,1,3,,0
313,52,Non-Travel,Research & Development,1,4,Sales Executive,97380,0.0,18,2,4,1,4.0,4.0,3.0,3,3,,0
315,29,Travel_Rarely,Research & Development,10,2,Manufacturing Director,169590,4.0,14,5,8,1,2.0,3.0,2.0,3,3,,0
316,26,Travel_Rarely,Research & Development,15,2,Laboratory Technician,26130,6.0,19,2,4,1,4.0,1.0,2.0,3,3,Resignation,1
317,34,Travel_Rarely,Research & Development,14,4,Manufacturing Director,61460,2.0,12,3,4,1,2.0,4.0,3.0,3,3,,0
318,54,Travel_Rarely,Research & Development,18,4,Laboratory Technician,49630,9.0,15,2,5,1,4.0,1.0,3.0,3,3,,0
319,27,Travel_Frequently,Research & Development,13,2,Research Scientist,195370,0.0,12,5,4,1,3.0,4.0,3.0,3,3,,0
320,37,Travel_Rarely,Sales,2,4,Manufacturing Director,61720,0.0,11,1,5,4,4.0,1.0,2.0,3,3,,0
321,38,Travel_Frequently,Sales,2,4,Research Scientist,23680,6.0,11,3,15,4,1.0,1.0,3.0,3,3,,0
322,34,Travel_Rarely,Sales,2,3,Sales Representative,103120,1.0,12,2,6,1,3.0,1.0,3.0,3,3,,0
323,35,Travel_Rarely,Research & Development,5,4,Manager,16750,1.0,16,6,3,0,1.0,4.0,2.0,2,3,,0
324,30,Travel_Rarely,Research & Development,20,3,Laboratory Technician,25230,3.0,13,2,2,0,4.0,3.0,3.0,3,3,,0
325,40,Travel_Frequently,Research & Development,10,4,Manufacturing Director,65670,1.0,13,3,8,3,3.0,2.0,3.0,4,3,,0
326,34,Travel_Rarely,Research & Development,10,3,Healthcare Representative,47390,5.0,24,2,3,1,3.0,1.0,3.0,3,4,,0
327,42,Travel_Frequently,Research & Development,9,4,Manufacturing Director,92080,1.0,15,2,24,14,2.0,4.0,2.0,4,3,,0
328,23,Travel_Rarely,Sales,2,3,Manufacturing Director,45590,1.0,18,2,0,0,3.0,1.0,3.0,2,3,Resignation,1
329,24,Non-Travel,Sales,1,5,Manufacturing Director,81890,1.0,14,3,1,0,3.0,2.0,3.0,3,3,,0
330,52,Travel_Rarely,Research & Development,29,3,Manufacturing Director,29420,8.0,11,1,5,1,4.0,3.0,3.0,2,3,,0
331,50,Travel_Rarely,Research & Development,8,4,Sales Executive,49410,5.0,11,3,4,0,3.0,3.0,3.0,1,3,,0
332,29,Travel_Rarely,Sales,2,4,Research Scientist,106500,1.0,13,2,1,0,2.0,1.0,3.0,4,3,Resignation,1
333,33,Travel_Rarely,Research & Development,3,4,Manufacturing Director,59020,0.0,12,2,13,3,3.0,3.0,4.0,3,3,,0
334,33,Travel_Rarely,Research & Development,23,5,Human Resources,86390,5.0,16,3,3,0,1.0,1.0,3.0,2,3,Resignation,1
335,47,Travel_Rarely,Research & Development,6,4,Manager,63470,1.0,14,2,26,3,3.0,4.0,2.0,4,3,,0
336,36,Travel_Rarely,Sales,6,3,Sales Executive,42000,0.0,22,3,9,0,3.0,2.0,3.0,3,4,,0
337,29,Travel_Rarely,Research & Development,10,3,Research Scientist,34520,1.0,11,3,10,0,3.0,3.0,3.0,2,3,,0
338,58,Travel_Rarely,Research & Development,24,3,Research Scientist,43170,7.0,17,2,31,13,4.0,2.0,3.0,3,3,Resignation,1
339,35,Travel_Rarely,Sales,10,4,Research Scientist,26320,3.0,13,3,2,2,4.0,3.0,3.0,4,3,,0
340,42,Travel_Rarely,Sales,15,1,Laboratory Technician,46680,9.0,18,2,4,0,4.0,4.0,3.0,3,3,,0
341,28,Travel_Rarely,Research & Development,19,4,Sales Executive,32040,6.0,16,4,2,2,3.0,3.0,2.0,2,3,Resignation,1
342,36,Travel_Rarely,Research & Development,2,3,Healthcare Representative,27200,4.0,14,3,5,0,3.0,2.0,3.0,3,3,,0
343,32,Travel_Rarely,Research & Development,3,1,Manufacturing Director,171810,1.0,14,2,14,6,3.0,3.0,3.0,2,3,,0
345,30,Travel_Rarely,Research & Development,7,3,Research Director,14830,5.0,13,3,0,0,3.0,4.0,2.0,3,3,,0
346,45,Travel_Rarely,Research & Development,10,4,Research Director,56050,1.0,12,2,1,0,2.0,3.0,3.0,3,3,,0
347,42,Travel_Rarely,Research & Development,20,2,Sales Representative,72950,1.0,15,3,9,7,2.0,2.0,2.0,3,3,,0
348,38,Travel_Frequently,Sales,4,3,Research Scientist,23060,2.0,19,5,4,1,1.0,1.0,2.0,3,3,,0
349,34,Travel_Frequently,Research & Development,7,4,Laboratory Technician,23480,1.0,14,3,5,1,3.0,4.0,3.0,3,3,,0
350,49,Travel_Rarely,Sales,7,2,Healthcare Representative,89980,1.0,14,2,9,7,3.0,4.0,4.0,4,3,Resignation,1
351,55,Travel_Rarely,Human Resources,16,3,Manufacturing Director,43190,4.0,11,3,9,7,3.0,4.0,2.0,4,3,Resignation,1
352,43,Travel_Rarely,Research & Development,25,2,Healthcare Representative,61320,6.0,13,3,4,1,2.0,1.0,3.0,2,3,,0
353,27,Travel_Rarely,Sales,2,4,Manager,33460,1.0,21,2,9,0,3.0,4.0,3.0,2,4,,0
354,35,Travel_Rarely,Research & Development,1,3,Research Director,108550,3.0,13,2,8,1,3.0,3.0,4.0,3,3,,0
355,28,Travel_Rarely,Sales,1,2,Sales Executive,22310,1.0,12,3,8,7,2.0,2.0,3.0,2,3,,0
356,34,Travel_Rarely,Sales,2,5,Research Scientist,23230,0.0,17,2,3,0,3.0,4.0,1.0,3,3,,0
357,26,Travel_Frequently,Research & Development,22,4,Sales Executive,20240,1.0,23,2,8,1,3.0,3.0,3.0,3,4,Resignation,1
358,27,Non-Travel,Sales,1,3,Sales Executive,27130,1.0,11,2,0,0,4.0,4.0,2.0,3,3,,0
359,51,Travel_Rarely,Sales,16,3,Research Scientist,94390,2.0,15,0,20,4,1.0,3.0,2.0,3,3,,0
360,44,Travel_Rarely,Sales,24,5,Sales Executive,25660,9.0,11,3,5,2,4.0,2.0,2.0,3,3,,0
361,25,Travel_Rarely,Research & Development,17,3,Laboratory Technician,199260,7.0,11,5,4,0,1.0,1.0,2.0,4,3,,0
362,33,Travel_Rarely,Research & Development,8,4,Laboratory Technician,24510,1.0,13,3,9,0,1.0,1.0,3.0,2,3,,0
363,35,Travel_Rarely,Sales,6,4,Manager,94190,1.0,24,5,6,1,3.0,1.0,2.0,2,4,,0
364,36,Travel_Rarely,Sales,10,4,Manager,86860,1.0,13,2,18,4,2.0,4.0,2.0,3,3,,0
365,32,Travel_Rarely,Research & Development,3,4,Sales Executive,30380,2.0,20,3,5,0,2.0,4.0,2.0,3,4,,0
366,30,Travel_Frequently,Research & Development,4,5,Sales Representative,30580,9.0,14,2,5,0,2.0,4.0,2.0,3,3,,0
367,53,Travel_Rarely,Sales,6,3,Sales Executive,23250,7.0,18,1,5,0,1.0,4.0,3.0,4,3,,0
368,45,Travel_Rarely,Research & Development,1,5,Healthcare Representative,20880,4.0,15,2,5,0,4.0,1.0,3.0,3,3,,0
369,32,Travel_Rarely,Sales,10,3,Human Resources,30720,5.0,12,4,5,1,3.0,3.0,2.0,1,3,,0
370,52,Travel_Frequently,Research & Development,1,1,Laboratory Technician,50060,3.0,16,2,9,0,3.0,4.0,3.0,3,3,,0
371,37,Travel_Rarely,Sales,24,2,Laboratory Technician,42570,4.0,15,2,1,0,4.0,3.0,3.0,3,3,,0
372,28,Travel_Rarely,Research & Development,21,4,Healthcare Representative,25000,1.0,16,3,5,0,2.0,4.0,3.0,3,3,,0
373,22,Travel_Rarely,Research & Development,2,2,Sales Representative,11020,6.0,19,3,2,2,4.0,4.0,1.0,2,3,,0
374,44,Travel_Rarely,Research & Development,22,3,Laboratory Technician,104530,2.0,11,2,3,0,1.0,4.0,2.0,3,3,,0
375,42,Travel_Frequently,Sales,13,4,Laboratory Technician,22880,5.0,16,4,2,2,2.0,4.0,3.0,2,3,,0
376,36,Travel_Rarely,Research & Development,14,3,Research Scientist,39290,0.0,24,6,5,0,1.0,1.0,3.0,2,4,,0
377,25,Travel_Rarely,Sales,11,3,Laboratory Technician,23110,1.0,11,2,5,0,3.0,1.0,3.0,3,3,,0
378,35,Travel_Rarely,Research & Development,9,2,Healthcare Representative,31400,1.0,13,2,17,5,4.0,3.0,3.0,2,3,,0
379,35,Travel_Frequently,Sales,8,2,Laboratory Technician,36900,1.0,13,2,10,7,4.0,2.0,2.0,4,3,Fired,0
380,32,Non-Travel,Research & Development,21,3,Sales Executive,44500,0.0,13,3,3,0,4.0,4.0,3.0,3,3,,0
381,25,Travel_Rarely,Sales,5,3,Research Scientist,27560,1.0,12,2,5,0,3.0,1.0,4.0,3,3,,0
382,49,Travel_Rarely,Sales,9,3,Sales Representative,190330,2.0,18,5,4,0,3.0,1.0,3.0,3,3,,0
383,24,Non-Travel,Research & Development,2,5,Healthcare Representative,187220,0.0,22,3,5,3,1.0,4.0,2.0,3,4,,0
384,32,Travel_Frequently,Research & Development,12,5,Research Scientist,95470,1.0,13,3,10,5,2.0,2.0,3.0,2,3,,0
385,38,Travel_Rarely,Sales,22,2,Sales Executive,137340,0.0,13,3,2,1,2.0,2.0,3.0,4,3,,0
386,42,Travel_Rarely,Research & Development,18,1,Research Scientist,199990,2.0,23,6,5,1,3.0,4.0,2.0,3,4,,0
387,31,Travel_Rarely,Research & Development,16,3,Sales Executive,22790,3.0,12,3,6,0,4.0,4.0,3.0,3,3,,0
388,29,Travel_Rarely,Sales,3,3,Laboratory Technician,59160,6.0,12,2,3,0,2.0,3.0,3.0,3,3,Resignation,1
389,53,Travel_Rarely,Research & Development,9,3,Sales Representative,20890,5.0,16,2,2,2,1.0,4.0,3.0,2,3,,0
390,35,Travel_Rarely,Research & Development,1,3,Healthcare Representative,167920,3.0,12,3,13,4,4.0,2.0,3.0,4,3,,0
391,37,Travel_Frequently,Research & Development,13,4,Human Resources,35640,5.0,11,1,5,0,3.0,4.0,3.0,1,3,,0
392,53,Travel_Rarely,Research & Development,1,1,Sales Executive,44250,6.0,22,2,12,3,4.0,4.0,3.0,4,4,,0
393,43,Travel_Frequently,Research & Development,1,3,Laboratory Technician,52650,4.0,11,4,5,2,4.0,4.0,2.0,3,3,,0
394,47,Travel_Rarely,Sales,15,4,Research Director,65530,0.0,15,2,7,7,3.0,4.0,3.0,3,3,,0
395,37,Non-Travel,Research & Development,1,5,Research Scientist,62610,1.0,12,1,10,0,1.0,2.0,3.0,3,3,,0
396,50,Non-Travel,Research & Development,17,3,Laboratory Technician,42980,1.0,20,6,31,14,1.0,1.0,3.0,3,4,,0
397,39,Travel_Rarely,Research & Development,1,3,Human Resources,68040,8.0,14,3,5,0,4.0,4.0,3.0,2,3,,0
398,33,Travel_Rarely,Sales,7,3,Manufacturing Director,38150,3.0,11,3,4,0,4.0,2.0,4.0,3,3,,0
399,32,Travel_Rarely,Research & Development,9,1,Laboratory Technician,27410,1.0,15,5,1,0,1.0,4.0,1.0,2,3,Fired,0
400,29,Travel_Rarely,Research & Development,5,4,Healthcare Representative,66730,6.0,12,2,4,0,1.0,4.0,3.0,4,3,,0
401,44,Travel_Rarely,Research & Development,26,2,Manufacturing Director,76390,1.0,14,6,8,7,2.0,1.0,3.0,3,3,,0
402,28,Travel_Rarely,Sales,24,5,Research Scientist,23280,1.0,11,3,4,0,1.0,4.0,3.0,3,3,,0
403,58,Travel_Frequently,Sales,9,2,Sales Executive,21530,9.0,11,3,1,0,4.0,4.0,2.0,3,3,Resignation,1
404,43,Travel_Rarely,Sales,7,4,Sales Executive,48760,4.0,16,4,1,0,1.0,2.0,4.0,3,3,,0
405,20,Travel_Rarely,Research & Development,11,3,Sales Executive,93960,1.0,12,6,2,0,3.0,3.0,2.0,1,3,Resignation,1
407,36,Travel_Rarely,Research & Development,26,4,Laboratory Technician,84740,0.0,14,3,16,4,3.0,4.0,2.0,3,3,,0
408,47,Travel_Rarely,Research & Development,2,3,Manufacturing Director,99810,1.0,21,3,3,1,4.0,4.0,2.0,3,4,,0
409,22,Travel_Rarely,Research & Development,15,4,Laboratory Technician,124900,0.0,13,3,3,0,2.0,3.0,4.0,3,3,Resignation,1
410,41,Travel_Rarely,Research & Development,23,3,Sales Executive,26570,4.0,11,3,7,1,2.0,4.0,2.0,4,3,Resignation,1
411,28,Travel_Rarely,Research & Development,10,3,Manager,135910,5.0,20,2,2,2,3.0,3.0,3.0,3,4,,0
412,39,Travel_Rarely,Research & Development,10,4,Human Resources,66960,7.0,11,3,2,2,4.0,1.0,1.0,3,3,Resignation,1
413,27,Travel_Rarely,Research & Development,1,3,Research Scientist,20580,1.0,14,5,1,0,2.0,3.0,3.0,3,3,,0
414,34,Travel_Rarely,Research & Development,12,2,Human Resources,88650,1.0,11,0,1,1,2.0,2.0,3.0,3,3,,0
415,42,Travel_Rarely,Sales,11,1,Human Resources,59400,7.0,16,2,5,0,3.0,3.0,3.0,2,3,,0
416,33,Travel_Rarely,Sales,2,3,Sales Executive,59140,3.0,16,4,3,0,3.0,1.0,3.0,3,3,,0
417,58,Travel_Rarely,Research & Development,2,4,Research Scientist,26220,2.0,23,3,6,0,3.0,2.0,3.0,3,4,,0
418,31,Travel_Rarely,Sales,1,3,Sales Representative,121850,3.0,14,2,7,5,2.0,3.0,4.0,3,3,,0
419,35,Travel_Rarely,Research & Development,2,1,Healthcare Representative,106090,1.0,22,3,10,0,4.0,4.0,1.0,3,4,,0
420,49,Travel_Rarely,Research & Development,25,2,Sales Executive,43450,4.0,15,3,26,1,1.0,2.0,2.0,2,3,,0
421,48,Travel_Rarely,Research & Development,1,4,Research Scientist,21770,4.0,18,4,0,0,4.0,3.0,2.0,3,3,,0
422,31,Non-Travel,Research & Development,1,2,Sales Executive,27930,1.0,16,4,9,0,4.0,3.0,2.0,3,3,,0
423,36,Travel_Rarely,Human Resources,2,4,Sales Executive,79180,2.0,12,3,6,0,2.0,4.0,3.0,2,3,,0
424,38,Travel_Rarely,Sales,6,3,Sales Executive,87890,1.0,11,4,15,5,4.0,1.0,3.0,3,3,,0
425,32,Non-Travel,Sales,18,3,Laboratory Technician,23890,6.0,12,4,3,0,3.0,2.0,3.0,2,3,,0
426,25,Travel_Rarely,Research & Development,1,2,Sales Executive,32120,1.0,15,3,1,0,3.0,2.0,3.0,2,3,Resignation,1
427,40,Travel_Rarely,Research & Development,1,4,Research Scientist,192320,2.0,14,3,1,0,1.0,2.0,2.0,3,3,,0
428,26,Travel_Frequently,Sales,11,3,Healthcare Representative,22670,1.0,19,2,7,0,3.0,1.0,3.0,2,3,,0
429,41,Travel_Rarely,Research & Development,1,4,Research Scientist,195170,2.0,13,5,18,2,4.0,1.0,3.0,3,3,,0
430,36,Travel_Rarely,Research & Development,9,3,Healthcare Representative,24360,4.0,13,3,11,3,3.0,3.0,3.0,1,3,,0
431,19,Travel_Rarely,Research & Development,15,3,Research Scientist,160640,1.0,15,3,1,0,4.0,2.0,4.0,3,3,Resignation,1
432,20,Travel_Rarely,Research & Development,29,3,Laboratory Technician,27070,1.0,11,2,1,0,1.0,1.0,3.0,3,3,Resignation,1
433,31,Travel_Rarely,Research & Development,1,4,Research Director,190680,0.0,12,1,9,8,4.0,4.0,1.0,3,3,,0
434,40,Travel_Frequently,Sales,1,3,Research Scientist,39310,8.0,19,2,1,0,4.0,2.0,3.0,2,3,,0
435,32,Travel_Rarely,Research & Development,24,3,Laboratory Technician,37300,1.0,25,4,8,6,3.0,1.0,4.0,3,4,,0
436,36,Travel_Rarely,Research & Development,10,3,Sales Executive,22320,1.0,12,2,16,3,3.0,4.0,3.0,3,3,Fired,0
437,33,Travel_Rarely,Research & Development,1,4,Manufacturing Director,44650,0.0,13,3,5,1,2.0,4.0,3.0,3,3,,0
438,37,Travel_Rarely,Sales,10,4,Human Resources,30720,5.0,14,3,14,11,1.0,3.0,1.0,2,3,Resignation,1
439,45,Non-Travel,Research & Development,8,1,Sales Executive,33190,1.0,12,3,9,0,3.0,2.0,2.0,3,3,,0
440,29,Travel_Frequently,Research & Development,29,1,Sales Representative,192020,1.0,12,5,3,0,3.0,4.0,3.0,3,3,,0
